PrimaryKey,RunID,StockID,Age,TimeStep,Cohort,MatureCohort,StartCohort,WorkingCohort,MidCohort,Shelton.TimeStep,Year.run,Season.run,Year.Season.run,Species,StockVersion,ProductionRegionNumber,ManagementUnitNumber,StockName,StockLongName
3537641,37,69,5,3,0,849.544267,872.22204,849.544267,849.544267,2,1997,.Sum,1997.Sum,CHINOOK,5,10,1,U-CentVal,UnMarked Central Valley Fall
3537642,37,69,5,4,60.309031,0,71.521012,67.25836,60.309031,3,1997,.Fall,1997.Fall,CHINOOK,5,10,1,U-CentVal,UnMarked Central Valley Fall
3537644,37,70,2,2,36559.1507,0,40458.05768,37156.68018,36559.1507,1,1997,.Spr,1997.Spr,CHINOOK,5,10,2,M-CentVal,Marked Central Valley Fall
3537645,37,70,2,3,28137.06062,2967.808917,36559.1507,32175.70853,31104.86953,2,1997,.Sum,1997.Sum,CHINOOK,5,10,2,M-CentVal,Marked Central Valley Fall
3537646,37,70,2,4,40513.19218,0,54627.73449,40550.16732,40513.19218,3,1997,.Fall,1997.Fall,CHINOOK,5,10,2,M-CentVal,Marked Central Valley Fall
3537648,37,70,3,2,16037.46117,0,22668.40674,21360.43967,16037.46117,1,1997,.Spr,1997.Spr,CHINOOK,5,10,2,M-CentVal,Marked Central Valley Fall
3537649,37,70,3,3,3253.629743,6697.190797,16037.46117,14669.46574,9950.82054,2,1997,.Sum,1997.Sum,CHINOOK,5,10,2,M-CentVal,Marked Central Valley Fall
3537650,37,70,3,4,22574.34271,0,28137.06062,22852.92063,22574.34271,3,1997,.Fall,1997.Fall,CHINOOK,5,10,2,M-CentVal,Marked Central Valley Fall
3537652,37,70,4,2,1782.724375,0,2553.006274,2459.821545,1782.724375,1,1997,.Spr,1997.Spr,CHINOOK,5,10,2,M-CentVal,Marked Central Valley Fall
3537653,37,70,4,3,1.459594,1319.44021,1782.724375,1685.922441,1320.899804,2,1997,.Sum,1997.Sum,CHINOOK,5,10,2,M-CentVal,Marked Central Valley Fall
3537654,37,70,4,4,2786.564156,0,3253.629743,2856.361551,2786.564156,3,1997,.Fall,1997.Fall,CHINOOK,5,10,2,M-CentVal,Marked Central Valley Fall
3537656,37,70,5,2,17.800458,0,70.861994,69.628995,17.800458,1,1997,.Spr,1997.Spr,CHINOOK,5,10,2,M-CentVal,Marked Central Valley Fall
3537657,37,70,5,3,0,17.337646,17.800458,17.337646,17.337646,2,1997,.Sum,1997.Sum,CHINOOK,5,10,2,M-CentVal,Marked Central Valley Fall
3537658,37,70,5,4,1.230781,0,1.459594,1.372602,1.230781,3,1997,.Fall,1997.Fall,CHINOOK,5,10,2,M-CentVal,Marked Central Valley Fall
3537660,37,71,2,2,18610.44644,0,20273.01067,18618.733,18610.44644,1,1997,.Spr,1997.Spr,CHINOOK,5,7,1,U-WA NCst,UnMarked WA North Coast Fall
3537661,37,71,2,3,16316.47347,0,18610.44644,16379.05391,16316.47347,2,1997,.Sum,1997.Sum,CHINOOK,5,7,1,U-WA NCst,UnMarked WA North Coast Fall
3537662,37,71,2,4,20272.50167,0,27311.93526,20273.64955,20272.50167,3,1997,.Fall,1997.Fall,CHINOOK,5,7,1,U-WA NCst,UnMarked WA North Coast Fall
3537664,37,71,3,2,12451.83194,0,13287.76631,12521.06219,12451.83194,1,1997,.Spr,1997.Spr,CHINOOK,5,7,1,U-WA NCst,UnMarked WA North Coast Fall
3537665,37,71,3,3,9882.236178,1137.882337,12451.83194,11389.69067,11020.11852,2,1997,.Sum,1997.Sum,CHINOOK,5,7,1,U-WA NCst,UnMarked WA North Coast Fall
3537666,37,71,3,4,13251.09004,0,16316.47347,13252.23975,13251.09004,3,1997,.Fall,1997.Fall,CHINOOK,5,7,1,U-WA NCst,UnMarked WA North Coast Fall
3537668,37,71,4,2,42988.1928,0,45751.30679,44081.38409,42988.1928,1,1997,.Spr,1997.Spr,CHINOOK,5,7,1,U-WA NCst,UnMarked WA North Coast Fall
3537669,37,71,4,3,16541.6676,12091.15366,42988.1928,40653.93393,28632.82126,2,1997,.Sum,1997.Sum,CHINOOK,5,7,1,U-WA NCst,UnMarked WA North Coast Fall
3537670,37,71,4,4,8639.338608,0,9882.236178,8675.615141,8639.338608,3,1997,.Fall,1997.Fall,CHINOOK,5,7,1,U-WA NCst,UnMarked WA North Coast Fall
3537672,37,71,5,2,61456.1019,0,67804.67157,66624.87029,61456.1019,1,1997,.Spr,1997.Spr,CHINOOK,5,7,1,U-WA NCst,UnMarked WA North Coast Fall
3537673,37,71,5,3,0,27240.73928,61456.1019,59858.24325,27240.73928,2,1997,.Sum,1997.Sum,CHINOOK,5,7,1,U-WA NCst,UnMarked WA North Coast Fall
3537674,37,71,5,4,15142.22175,0,16541.6676,15555.78421,15142.22175,3,1997,.Fall,1997.Fall,CHINOOK,5,7,1,U-WA NCst,UnMarked WA North Coast Fall
3537676,37,72,2,2,1454.894183,0,1584.867155,1455.541995,1454.894183,1,1997,.Spr,1997.Spr,CHINOOK,5,7,2,M-WA NCst,Marked WA North Coast Fall
3537677,37,72,2,3,1275.560069,0,1454.894183,1280.452371,1275.560069,2,1997,.Sum,1997.Sum,CHINOOK,5,7,2,M-WA NCst,Marked WA North Coast Fall
3537678,37,72,2,4,1584.827364,0,2135.143608,1584.9171,1584.827364,3,1997,.Fall,1997.Fall,CHINOOK,5,7,2,M-WA NCst,Marked WA North Coast Fall
3537680,37,72,3,2,973.437038,0,1038.787219,978.849197,973.437038,1,1997,.Spr,1997.Spr,CHINOOK,5,7,2,M-WA NCst,Marked WA North Coast Fall
3537681,37,72,3,3,772.555778,88.955329,973.437038,890.402858,861.511108,2,1997,.Sum,1997.Sum,CHINOOK,5,7,2,M-WA NCst,Marked WA North Coast Fall
3537682,37,72,3,4,1035.920008,0,1275.560069,1036.009888,1035.920008,3,1997,.Fall,1997.Fall,CHINOOK,5,7,2,M-WA NCst,Marked WA North Coast Fall
3537684,37,72,4,2,5013.727317,0,5335.990226,5141.226583,5013.727317,1,1997,.Spr,1997.Spr,CHINOOK,5,7,2,M-WA NCst,Marked WA North Coast Fall
3537685,37,72,4,3,1929.26023,1410.195299,5013.727317,4741.481924,3339.455529,2,1997,.Sum,1997.Sum,CHINOOK,5,7,2,M-WA NCst,Marked WA North Coast Fall
3537686,37,72,4,4,675.390756,0,772.555778,678.226718,675.390756,3,1997,.Fall,1997.Fall,CHINOOK,5,7,2,M-WA NCst,Marked WA North Coast Fall
3537688,37,72,5,2,1230.706293,0,1357.841344,1334.214905,1230.706293,1,1997,.Spr,1997.Spr,CHINOOK,5,7,2,M-WA NCst,Marked WA North Coast Fall
3537689,37,72,5,3,0,545.517015,1230.706293,1198.70793,545.517015,2,1997,.Sum,1997.Sum,CHINOOK,5,7,2,M-WA NCst,Marked WA North Coast Fall
3537690,37,72,5,4,1766.042391,0,1929.26023,1814.27632,1766.042391,3,1997,.Fall,1997.Fall,CHINOOK,5,7,2,M-WA NCst,Marked WA North Coast Fall
3537692,37,73,2,2,6082.487881,0,6625.3482,6084.719787,6082.487881,1,1997,.Spr,1997.Spr,CHINOOK,5,7,5,U-Willapa,UnMarked Willapa Bay
3537693,37,73,2,3,5317.871378,26.099956,6082.487881,5353.197584,5343.971334,2,1997,.Sum,1997.Sum,CHINOOK,5,7,5,U-Willapa,UnMarked Willapa Bay
3537694,37,73,2,4,6625.25426,0,8925.590885,6625.466114,6625.25426,3,1997,.Fall,1997.Fall,CHINOOK,5,7,5,U-Willapa,UnMarked Willapa Bay
3537696,37,73,3,2,4069.701341,0,4321.180047,4071.847958,4069.701341,1,1997,.Spr,1997.Spr,CHINOOK,5,7,5,U-Willapa,UnMarked Willapa Bay
3537697,37,73,3,3,3120.276725,543.671257,4069.701341,3722.555816,3663.947982,2,1997,.Sum,1997.Sum,CHINOOK,5,7,5,U-Willapa,UnMarked Willapa Bay
3537698,37,73,3,4,4319.039427,0,5317.871378,4319.175133,4319.039427,3,1997,.Fall,1997.Fall,CHINOOK,5,7,5,U-Willapa,UnMarked Willapa Bay
3537700,37,73,4,2,33991.73984,0,36015.17631,34700.62237,33991.73984,1,1997,.Spr,1997.Spr,CHINOOK,5,7,5,U-Willapa,UnMarked Willapa Bay
3537701,37,73,4,3,9950.77732,12908.65007,33991.73984,32145.98837,22859.42739,2,1997,.Sum,1997.Sum,CHINOOK,5,7,5,U-Willapa,UnMarked Willapa Bay
3537702,37,73,4,4,2731.454549,0,3120.276725,2739.290937,2731.454549,3,1997,.Fall,1997.Fall,CHINOOK,5,7,5,U-Willapa,UnMarked Willapa Bay
3537704,37,73,5,2,47259.25697,0,50678.02034,49796.22279,47259.25697,1,1997,.Spr,1997.Spr,CHINOOK,5,7,5,U-Willapa,UnMarked Willapa Bay
3537705,37,73,5,3,0,18726.89796,47259.25697,46030.51629,18726.89796,2,1997,.Sum,1997.Sum,CHINOOK,5,7,5,U-Willapa,UnMarked Willapa Bay
3537706,37,73,5,4,9101.296375,0,9950.77732,9357.710992,9101.296375,3,1997,.Fall,1997.Fall,CHINOOK,5,7,5,U-Willapa,UnMarked Willapa Bay
3537708,37,75,2,2,813.003707,0,886.335709,814.010715,813.003707,1,1997,.Spr,1997.Spr,CHINOOK,5,6,5,U-Hoko Rv,UnMarked Hoko River
3537709,37,75,2,3,697.035522,17.488695,813.003707,715.524563,714.524217,2,1997,.Sum,1997.Sum,CHINOOK,5,6,5,U-Hoko Rv,UnMarked Hoko River
3537710,37,75,2,4,886.307331,0,1194.087741,886.37133,886.307331,3,1997,.Fall,1997.Fall,CHINOOK,5,6,5,U-Hoko Rv,UnMarked Hoko River
3537712,37,75,3,2,530.670218,0,566.264811,533.591332,530.670218,1,1997,.Spr,1997.Spr,CHINOOK,5,6,5,U-Hoko Rv,UnMarked Hoko River
3537713,37,75,3,3,400.411035,78.556981,530.670218,485.404048,478.968016,2,1997,.Sum,1997.Sum,CHINOOK,5,6,5,U-Hoko Rv,UnMarked Hoko River
3537714,37,75,3,4,566.092089,0,697.035522,566.132251,566.092089,3,1997,.Fall,1997.Fall,CHINOOK,5,6,5,U-Hoko Rv,UnMarked Hoko River
3537716,37,75,4,2,455.713094,0,479.994895,462.475081,455.713094,1,1997,.Spr,1997.Spr,CHINOOK,5,6,5,U-Hoko Rv,UnMarked Hoko River
3537717,37,75,4,3,131.99012,208.359022,455.713094,430.967873,340.349142,2,1997,.Sum,1997.Sum,CHINOOK,5,6,5,U-Hoko Rv,UnMarked Hoko River
3537718,37,75,4,4,349.789303,0,400.411035,351.520848,349.789303,3,1997,.Fall,1997.Fall,CHINOOK,5,6,5,U-Hoko Rv,UnMarked Hoko River
3537720,37,75,5,2,179.439372,0,193.114986,189.754785,179.439372,1,1997,.Spr,1997.Spr,CHINOOK,5,6,5,U-Hoko Rv,UnMarked Hoko River
3537721,37,75,5,3,0,143.80753,179.439372,174.773948,143.80753,2,1997,.Sum,1997.Sum,CHINOOK,5,6,5,U-Hoko Rv,UnMarked Hoko River
3537722,37,75,5,4,123.853603,0,131.99012,124.123509,123.853603,3,1997,.Fall,1997.Fall,CHINOOK,5,6,5,U-Hoko Rv,UnMarked Hoko River
3537724,37,76,2,2,275.431783,0,300.275414,275.77294,275.431783,1,1997,.Spr,1997.Spr,CHINOOK,5,6,6,M-Hoko Rv,Marked Hoko River
3537725,37,76,2,3,236.14374,5.924871,275.431783,242.407512,242.068612,2,1997,.Sum,1997.Sum,CHINOOK,5,6,6,M-Hoko Rv,Marked Hoko River
3537726,37,76,2,4,300.2658,0,404.53655,300.287481,300.2658,3,1997,.Fall,1997.Fall,CHINOOK,5,6,6,M-Hoko Rv,Marked Hoko River
3537728,37,76,3,2,179.782014,0,191.840855,180.771638,179.782014,1,1997,.Spr,1997.Spr,CHINOOK,5,6,6,M-Hoko Rv,Marked Hoko River
3537729,37,76,3,3,135.652426,26.613765,179.782014,164.446609,162.266191,2,1997,.Sum,1997.Sum,CHINOOK,5,6,6,M-Hoko Rv,Marked Hoko River
3537730,37,76,3,4,191.78234,0,236.14374,191.795946,191.78234,3,1997,.Fall,1997.Fall,CHINOOK,5,6,6,M-Hoko Rv,Marked Hoko River
3537732,37,76,4,2,555.0571,0,584.632256,563.293179,555.0571,1,1997,.Spr,1997.Spr,CHINOOK,5,6,6,M-Hoko Rv,Marked Hoko River
3537733,37,76,4,3,160.763547,253.780627,555.0571,524.917499,414.544174,2,1997,.Sum,1997.Sum,CHINOOK,5,6,6,M-Hoko Rv,Marked Hoko River
3537734,37,76,4,4,118.502647,0,135.652426,119.089265,118.502647,3,1997,.Fall,1997.Fall,CHINOOK,5,6,6,M-Hoko Rv,Marked Hoko River
3537736,37,76,5,2,224.255346,0,241.34652,237.14709,224.255346,1,1997,.Spr,1997.Spr,CHINOOK,5,6,6,M-Hoko Rv,Marked Hoko River
3537737,37,76,5,3,0,179.724255,224.255346,218.424707,179.724255,2,1997,.Sum,1997.Sum,CHINOOK,5,6,6,M-Hoko Rv,Marked Hoko River
3537738,37,76,5,4,150.853295,0,160.763547,151.18204,150.853295,3,1997,.Fall,1997.Fall,CHINOOK,5,6,6,M-Hoko Rv,Marked Hoko River
3537740,37,77,2,2,83587.3713,0,91298.40386,83848.4541,83587.3713,1,1997,.Spr,1997.Spr,CHINOOK,5,9,1,U-MidORCst,UnMarked Mid Oregon Coast Fall
3537741,37,77,2,3,69995.45439,3017.554651,83587.3713,73565.24548,73013.00904,2,1997,.Sum,1997.Sum,CHINOOK,5,9,1,U-MidORCst,UnMarked Mid Oregon Coast Fall
3537742,37,77,2,4,91298.38295,0,123003.0011,91305.12772,91298.38295,3,1997,.Fall,1997.Fall,CHINOOK,5,9,1,U-MidORCst,UnMarked Mid Oregon Coast Fall
3537744,37,77,3,2,53609.78897,0,57079.0843,53785.62114,53609.78897,1,1997,.Spr,1997.Spr,CHINOOK,5,9,1,U-MidORCst,UnMarked Mid Oregon Coast Fall
3537745,37,77,3,3,37632.19754,10175.66437,53609.78897,49036.87397,47807.86191,2,1997,.Sum,1997.Sum,CHINOOK,5,9,1,U-MidORCst,UnMarked Mid Oregon Coast Fall
3537746,37,77,3,4,56844.46231,0,69995.45439,56850.30805,56844.46231,3,1997,.Fall,1997.Fall,CHINOOK,5,9,1,U-MidORCst,UnMarked Mid Oregon Coast Fall
3537748,37,77,4,2,27216.73965,0,29247.27722,28179.7516,27216.73965,1,1997,.Spr,1997.Spr,CHINOOK,5,9,1,U-MidORCst,UnMarked Mid Oregon Coast Fall
3537749,37,77,4,3,6048.375302,13635.09233,27216.73965,25738.87068,19683.46764,2,1997,.Sum,1997.Sum,CHINOOK,5,9,1,U-MidORCst,UnMarked Mid Oregon Coast Fall
3537750,37,77,4,4,32622.80991,0,37632.19754,33037.30622,32622.80991,3,1997,.Fall,1997.Fall,CHINOOK,5,9,1,U-MidORCst,UnMarked Mid Oregon Coast Fall
3537752,37,77,5,2,27786.20044,0,31314.26147,30769.39332,27786.20044,1,1997,.Spr,1997.Spr,CHINOOK,5,9,1,U-MidORCst,UnMarked Mid Oregon Coast Fall
3537753,37,77,5,3,0,19654.53714,27786.20044,27063.75923,19654.53714,2,1997,.Sum,1997.Sum,CHINOOK,5,9,1,U-MidORCst,UnMarked Mid Oregon Coast Fall
3537754,37,77,5,4,4860.319811,0,6048.375302,5687.892134,4860.319811,3,1997,.Fall,1997.Fall,CHINOOK,5,9,1,U-MidORCst,UnMarked Mid Oregon Coast Fall
3537756,37,78,2,2,844.316828,0,922.206041,846.954028,844.316828,1,1997,.Spr,1997.Spr,CHINOOK,5,9,2,M-MidORCst,Marked Mid Oregon Coast Fall
3537757,37,78,2,3,707.024747,30.480348,844.316828,743.08324,737.505095,2,1997,.Sum,1997.Sum,CHINOOK,5,9,2,M-MidORCst,Marked Mid Oregon Coast Fall
3537758,37,78,2,4,922.20583,0,1242.454477,922.273959,922.20583,3,1997,.Fall,1997.Fall,CHINOOK,5,9,2,M-MidORCst,Marked Mid Oregon Coast Fall
3537760,37,78,3,2,541.512985,0,576.55637,543.289068,541.512985,1,1997,.Spr,1997.Spr,CHINOOK,5,9,2,M-MidORCst,Marked Mid Oregon Coast Fall
3537761,37,78,3,3,380.123183,102.784482,541.512985,495.321928,482.907665,2,1997,.Sum,1997.Sum,CHINOOK,5,9,2,M-MidORCst,Marked Mid Oregon Coast Fall
3537762,37,78,3,4,574.186451,0,707.024747,574.245499,574.186451,3,1997,.Fall,1997.Fall,CHINOOK,5,9,2,M-MidORCst,Marked Mid Oregon Coast Fall
3537764,37,78,4,2,274.919855,0,295.430581,284.647365,274.919855,1,1997,.Spr,1997.Spr,CHINOOK,5,9,2,M-MidORCst,Marked Mid Oregon Coast Fall
3537765,37,78,4,3,61.095432,137.729855,274.919855,259.991707,198.825287,2,1997,.Sum,1997.Sum,CHINOOK,5,9,2,M-MidORCst,Marked Mid Oregon Coast Fall
3537766,37,78,4,4,329.523311,0,380.123183,333.710143,329.523311,3,1997,.Fall,1997.Fall,CHINOOK,5,9,2,M-MidORCst,Marked Mid Oregon Coast Fall
3537768,37,78,5,2,280.669605,0,316.306701,310.802964,280.669605,1,1997,.Spr,1997.Spr,CHINOOK,5,9,2,M-MidORCst,Marked Mid Oregon Coast Fall
3537769,37,78,5,3,0,198.531324,280.669605,273.372195,198.531324,2,1997,.Sum,1997.Sum,CHINOOK,5,9,2,M-MidORCst,Marked Mid Oregon Coast Fall
3537770,37,78,5,4,49.094728,0,61.095432,57.454144,49.094728,3,1997,.Fall,1997.Fall,CHINOOK,5,9,2,M-MidORCst,Marked Mid Oregon Coast Fall
3537772,38,1,2,2,5984.723872,0,6533.445237,6000.316105,5984.723872,1,1998,.Spr,1998.Spr,CHINOOK,5,1,1,U-NkSm FF,UnMarked Nooksack/Samish Fall
3537773,38,1,2,3,5117.249569,120.312027,5984.723872,5267.155479,5237.561596,2,1998,.Sum,1998.Sum,CHINOOK,5,1,1,U-NkSm FF,UnMarked Nooksack/Samish Fall
3537774,38,1,2,4,6520.27645,0,8827.405802,6552.583327,6520.27645,3,1998,.Fall,1998.Fall,CHINOOK,5,1,1,U-NkSm FF,UnMarked Nooksack/Samish Fall
3537776,38,1,3,2,3740.969716,0,4071.97151,3837.018754,3740.969716,1,1998,.Spr,1998.Spr,CHINOOK,5,1,1,U-NkSm FF,UnMarked Nooksack/Samish Fall
3537777,38,1,3,3,1576.791869,1728.47728,3740.969716,3421.864999,3305.269149,2,1998,.Sum,1998.Sum,CHINOOK,5,1,1,U-NkSm FF,UnMarked Nooksack/Samish Fall
3537778,38,1,3,4,3931.273672,0,5117.249569,4156.2301,3931.273672,3,1998,.Fall,1998.Fall,CHINOOK,5,1,1,U-NkSm FF,UnMarked Nooksack/Samish Fall
3537780,38,1,4,2,43995.95239,0,47447.4452,45715.61345,43995.95239,1,1998,.Spr,1998.Spr,CHINOOK,5,1,1,U-NkSm FF,UnMarked Nooksack/Samish Fall
3537781,38,1,4,3,365.865943,38705.67855,43995.95239,41606.97218,39071.54449,2,1998,.Sum,1998.Sum,CHINOOK,5,1,1,U-NkSm FF,UnMarked Nooksack/Samish Fall
3537782,38,1,4,4,1188.180723,0,1576.791869,1384.265581,1188.180723,3,1998,.Fall,1998.Fall,CHINOOK,5,1,1,U-NkSm FF,UnMarked Nooksack/Samish Fall
3537784,38,1,5,2,121.519026,0,127.093748,124.882317,121.519026,1,1998,.Spr,1998.Spr,CHINOOK,5,1,1,U-NkSm FF,UnMarked Nooksack/Samish Fall
3537785,38,1,5,3,0,113.345836,121.519026,118.359531,113.345836,2,1998,.Sum,1998.Sum,CHINOOK,5,1,1,U-NkSm FF,UnMarked Nooksack/Samish Fall
3537786,38,1,5,4,307.116353,0,365.865943,344.060332,307.116353,3,1998,.Fall,1998.Fall,CHINOOK,5,1,1,U-NkSm FF,UnMarked Nooksack/Samish Fall
3537788,38,2,2,2,150.986189,0,164.82966,151.37956,150.986189,1,1998,.Spr,1998.Spr,CHINOOK,5,1,2,M-NkSm FF,Marked Nooksack/Samish Fall
3537789,38,2,2,3,129.101029,3.035304,150.986189,132.882945,132.136333,2,1998,.Sum,1998.Sum,CHINOOK,5,1,2,M-NkSm FF,Marked Nooksack/Samish Fall
3537790,38,2,2,4,164.49743,0,222.703068,165.312487,164.49743,3,1998,.Fall,1998.Fall,CHINOOK,5,1,2,M-NkSm FF,Marked Nooksack/Samish Fall
3537792,38,2,3,2,94.379419,0,102.73013,96.802602,94.379419,1,1998,.Spr,1998.Spr,CHINOOK,5,1,2,M-NkSm FF,Marked Nooksack/Samish Fall
3537793,38,2,3,3,39.780247,43.607058,94.379419,86.328855,83.387305,2,1998,.Sum,1998.Sum,CHINOOK,5,1,2,M-NkSm FF,Marked Nooksack/Samish Fall
3537794,38,2,3,4,99.180521,0,129.101029,104.855856,99.180521,3,1998,.Fall,1998.Fall,CHINOOK,5,1,2,M-NkSm FF,Marked Nooksack/Samish Fall
3537796,38,2,4,2,1109.815273,0,1196.880542,1153.194402,1109.815273,1,1998,.Spr,1998.Spr,CHINOOK,5,1,2,M-NkSm FF,Marked Nooksack/Samish Fall
3537797,38,2,4,3,9.229113,976.366026,1109.815273,1049.552304,985.595139,2,1998,.Sum,1998.Sum,CHINOOK,5,1,2,M-NkSm FF,Marked Nooksack/Samish Fall
3537798,38,2,4,4,29.976133,0,39.780247,34.923079,29.976133,3,1998,.Fall,1998.Fall,CHINOOK,5,1,2,M-NkSm FF,Marked Nooksack/Samish Fall
3537800,38,2,5,2,3.065357,0,3.205981,3.150197,3.065357,1,1998,.Spr,1998.Spr,CHINOOK,5,1,2,M-NkSm FF,Marked Nooksack/Samish Fall
3537801,38,2,5,3,0,2.859185,3.065357,2.985658,2.859185,2,1998,.Sum,1998.Sum,CHINOOK,5,1,2,M-NkSm FF,Marked Nooksack/Samish Fall
3537802,38,2,5,4,7.747131,0,9.229113,8.679058,7.747131,3,1998,.Fall,1998.Fall,CHINOOK,5,1,2,M-NkSm FF,Marked Nooksack/Samish Fall
3537804,38,3,2,2,39.105522,0,42.653442,39.172921,39.105522,1,1998,.Spr,1998.Spr,CHINOOK,5,1,5,U-NK SP Nat,UnMarked Nooksack Spr Natural
3537805,38,3,2,3,33.746108,0.385344,39.105522,34.41677,34.131452,2,1998,.Sum,1998.Sum,CHINOOK,5,1,5,U-NK SP Nat,UnMarked Nooksack Spr Natural
3537806,38,3,2,4,42.620248,0,58.143819,43.160157,42.620248,3,1998,.Fall,1998.Fall,CHINOOK,5,1,5,U-NK SP Nat,UnMarked Nooksack Spr Natural
3537808,38,3,3,2,24.015269,0.165591,26.270406,24.754604,24.180859,1,1998,.Spr,1998.Spr,CHINOOK,5,1,5,U-NK SP Nat,UnMarked Nooksack Spr Natural
3537809,38,3,3,3,13.434743,6.866791,24.015269,21.966766,20.301534,2,1998,.Sum,1998.Sum,CHINOOK,5,1,5,U-NK SP Nat,UnMarked Nooksack Spr Natural
3537810,38,3,3,4,25.519606,0,33.746108,27.408589,25.519606,3,1998,.Fall,1998.Fall,CHINOOK,5,1,5,U-NK SP Nat,UnMarked Nooksack Spr Natural
3537812,38,3,4,2,36.541735,0.92786,39.971159,38.512212,37.469595,1,1998,.Spr,1998.Spr,CHINOOK,5,1,5,U-NK SP Nat,UnMarked Nooksack Spr Natural
3537813,38,3,4,3,1.372211,31.073139,36.541735,34.557519,32.44535,2,1998,.Sum,1998.Sum,CHINOOK,5,1,5,U-NK SP Nat,UnMarked Nooksack Spr Natural
3537814,38,3,4,4,8.533448,0,13.434743,11.794361,8.533448,3,1998,.Fall,1998.Fall,CHINOOK,5,1,5,U-NK SP Nat,UnMarked Nooksack Spr Natural
3537816,38,3,5,2,6.910716,0.955546,8.707748,8.556233,7.866262,1,1998,.Spr,1998.Spr,CHINOOK,5,1,5,U-NK SP Nat,UnMarked Nooksack Spr Natural
3537817,38,3,5,3,0,6.731037,6.910716,6.731037,6.731037,2,1998,.Sum,1998.Sum,CHINOOK,5,1,5,U-NK SP Nat,UnMarked Nooksack Spr Natural
3537818,38,3,5,4,0.871988,0,1.372211,1.290427,0.871988,3,1998,.Fall,1998.Fall,CHINOOK,5,1,5,U-NK SP Nat,UnMarked Nooksack Spr Natural
3537820,38,4,2,2,3598.65054,0,3925.144703,3604.852895,3598.65054,1,1998,.Spr,1998.Spr,CHINOOK,5,1,6,M-NK Sp Hat,Marked Nooksack Spr Hatchery
3537821,38,4,2,3,3105.455292,35.460944,3598.65054,3167.17234,3140.916236,2,1998,.Sum,1998.Sum,CHINOOK,5,1,6,M-NK Sp Hat,Marked Nooksack Spr Hatchery
3537822,38,4,2,4,3922.090047,0,5350.632765,3971.774701,3922.090047,3,1998,.Fall,1998.Fall,CHINOOK,5,1,6,M-NK Sp Hat,Marked Nooksack Spr Hatchery
3537824,38,4,3,2,2209.983537,15.238319,2417.510541,2278.020183,2225.221857,1,1998,.Spr,1998.Spr,CHINOOK,5,1,6,M-NK Sp Hat,Marked Nooksack Spr Hatchery
3537825,38,4,3,3,1236.32021,631.910281,2209.983537,2021.471942,1868.230491,2,1998,.Sum,1998.Sum,CHINOOK,5,1,6,M-NK Sp Hat,Marked Nooksack Spr Hatchery
3537826,38,4,3,4,2348.418838,0,3105.455292,2522.250788,2348.418838,3,1998,.Fall,1998.Fall,CHINOOK,5,1,6,M-NK Sp Hat,Marked Nooksack Spr Hatchery
3537828,38,4,4,2,931.101703,23.642326,1018.485139,981.310431,954.744029,1,1998,.Spr,1998.Spr,CHINOOK,5,1,6,M-NK Sp Hat,Marked Nooksack Spr Hatchery
3537829,38,4,4,3,34.964628,791.75913,931.101703,880.54288,826.723758,2,1998,.Sum,1998.Sum,CHINOOK,5,1,6,M-NK Sp Hat,Marked Nooksack Spr Hatchery
3537830,38,4,4,4,785.282875,0,1236.32021,1085.365512,785.282875,3,1998,.Fall,1998.Fall,CHINOOK,5,1,6,M-NK Sp Hat,Marked Nooksack Spr Hatchery
3537832,38,4,5,2,87.695773,12.125716,110.499804,108.577108,99.821489,1,1998,.Spr,1998.Spr,CHINOOK,5,1,6,M-NK Sp Hat,Marked Nooksack Spr Hatchery
3537833,38,4,5,3,0,85.415683,87.695773,85.415683,85.415683,2,1998,.Sum,1998.Sum,CHINOOK,5,1,6,M-NK Sp Hat,Marked Nooksack Spr Hatchery
3537834,38,4,5,4,22.218699,0,34.964628,32.880736,22.218699,3,1998,.Fall,1998.Fall,CHINOOK,5,1,6,M-NK Sp Hat,Marked Nooksack Spr Hatchery
3537836,38,5,2,2,52.955697,0,57.7602,53.046967,52.955697,1,1998,.Spr,1998.Spr,CHINOOK,5,1,9,U-NK Sp Hat,UnMarked Nooksack Spr Hatchery
3537837,38,5,2,3,45.698116,0.521823,52.955697,46.606309,46.219939,2,1998,.Sum,1998.Sum,CHINOOK,5,1,9,U-NK Sp Hat,UnMarked Nooksack Spr Hatchery
3537838,38,5,2,4,57.715249,0,78.736872,58.44638,57.715249,3,1998,.Fall,1998.Fall,CHINOOK,5,1,9,U-NK Sp Hat,UnMarked Nooksack Spr Hatchery
3537840,38,5,3,2,32.524812,0.224266,35.579032,33.526122,32.749078,1,1998,.Spr,1998.Spr,CHINOOK,5,1,9,U-NK Sp Hat,UnMarked Nooksack Spr Hatchery
3537841,38,5,3,3,18.195195,9.299962,32.524812,29.750446,27.495158,2,1998,.Sum,1998.Sum,CHINOOK,5,1,9,U-NK Sp Hat,UnMarked Nooksack Spr Hatchery
3537842,38,5,3,4,34.557998,0,45.698116,37.11601,34.557998,3,1998,.Fall,1998.Fall,CHINOOK,5,1,9,U-NK Sp Hat,UnMarked Nooksack Spr Hatchery
3537844,38,5,4,2,6.28709,0.15964,6.87713,6.626115,6.44673,1,1998,.Spr,1998.Spr,CHINOOK,5,1,9,U-NK Sp Hat,UnMarked Nooksack Spr Hatchery
